Server,"Health Check",Static,"Http Request"
OpenSwoole,37.96734375,49.020703125,61.97244140625
Swoole,48.752314453125,47.6989453125,70.828408203125
RoadRunner,45.72349609375,73.10447265625,115.94733398438
FrankenPHP,36.309267578125,48.761669921875,77.4984765625
